municipio,uf,cod_munic,lexml,site_prefeitura,site_camara,sistema_tipo,sistema_proposicao,sistema_legislacao,Apoio Interlegis
Jaboticatubas,MG,34608,,,​http://jaboticatubas.mg.leg.br,,,,Sim
Jaboticabal,SP,24303,,www.jaboticabal.sp.gov.br/,​http://jaboticabal.sp.leg.br,,,,Sim
Jaborandi,BA,17359,,,​http://jaborandi.ba.leg.br,,,,Sim
Ivorá,RS,10751,,,​http://ivora.rs.leg.br,,,,Sim
Itupeva,SP,24006,,www.itupeva.sp.gov.br/,​http://itupeva.sp.leg.br,,,,Sim
Ituiutaba,MG,34202,,,​http://ituiutaba.mg.leg.br,,,,Sim
Itaquitinga,PE,7802,,,​http://itaquitinga.pe.leg.br,,,,Sim
Itápolis,SP,22703,,www.itapolis.sp.gov.br/,​http://itapolis.sp.leg.br,,,,Sim
Itapoá,SC,8450,,,​http://itapoa.sc.leg.br,,,,Sim
Itapemirim,ES,2801,,,​http://itapemirim.es.leg.br,,,,Sim
Itapagipe,MG,33402,,,​http://itapagipe.mg.leg.br,,,,Sim
Itanhém,BA,16005,,,​http://itanhem.ba.leg.br,,,,Sim
Itamogi,MG,32909,,,​http://itamogi.mg.leg.br,,,,Sim
Itaberaba,BA,14703,,,​http://itaberaba.ba.leg.br,,,,Sim
Itaara,RS,10538,,,​http://itaara.rs.leg.br,,,,Sim
Irati,PR,10706,,,​http://irati.pr.leg.br,,,,Sim
Iracema,RR,282,,,​http://iracema.rr.leg.br,,,,Sim
Ipueira,RN,4804,,,​http://ipueira.rn.leg.br,,,,Sim
Iporá,GO,10208,,,​http://ipora.go.leg.br,,,,Sim
Ipatinga,MG,31307,,,​http://ipatinga.mg.leg.br,,,,Sim
Inhambupe,BA,13705,,,​http://inhambupe.ba.leg.br,,,,Sim
Indiaporã,SP,20707,Sim,www.indiapora.sp.gov.br/,​http://indiapora.sp.leg.br,SAPL,https://sapl.indiapora.sp.leg.br/norma/2567,,Sim
Indaiatuba,SP,20509,,www.indaiatuba.sp.gov.br/,​http://indaiatuba.sp.leg.br,,,,Sim
Indaiabira,MG,30655,,,​http://indaiabira.mg.leg.br,,,,Sim
Imbuia,SC,7403,,,​http://imbuia.sc.leg.br,,,,Sim
Igarassu,PE,6804,,,​http://igarassu.pe.leg.br,,,,Sim
Iconha,ES,2603,,,​http://iconha.es.leg.br,,,,Sim
Ibitirama,ES,2553,,,​http://ibitirama.es.leg.br,,,,Sim
Ibitiara,BA,13002,,,​http://ibitiara.ba.leg.br,,,,Sim
Ibirité,MG,29806,,,​http://ibirite.mg.leg.br,,,,Sim
Ibirama,SC,6900,,,​http://ibirama.sc.leg.br,,,,Sim
Ibiracatu,MG,29657,,,​http://ibiracatu.mg.leg.br,,,,Sim
Ibiaçá,RS,9803,,,​http://ibiaca.rs.leg.br,,,,Sim
Ibiá,MG,29509,,,​http://ibia.mg.leg.br,,,,Sim
Ibarama,RS,9753,,,​http://ibarama.rs.leg.br,,,,Sim
Iaciara,GO,9903,,,​http://iaciara.go.leg.br,,,,Sim
São Paulo,SP,50308,,www.prefeitura.sp.gov.br/,www.saopaulo.sp.leg.br/,,http://legislacao.prefeitura.sp.gov.br/,,
Ponte Nova,MG,52105,,,www.pontenova.mg.leg.br/portal/,SAPL,www.pontenova.mg.leg.br/portal/?Link=Leis,,Sim
Juranda,PR,12959,,,​www.juranda.pr.leg.br,,,,Sim
Divinópolis,MG,22306,,,​www.divinopolis.mg.leg.br,,,,Sim
Cubatão,SP,13504,,www.cubatao.sp.gov.br/,www.cubatao.sp.leg.br/,,,,
Ibiapina,CE,5308,,,www.cmibiapina.ce.gov.br/,,,,
Centenário do Sul,PR,5102,,,www.centenariodosul.pr.leg.br/,,,,
São Francisco,MG,61106,,,​www.camarasaofrancisco.mg.gov.br,,,,Sim
Ouro Fino,MG,46008,,,www.camaraourofino.mg.gov.br/,,,,
Juiz de Fora,MG,36702,,,www.camarajf.mg.gov.br/,,,,
Anchieta,ES,409,,,www.camaraanchieta.es.gov.br/,,,,
Rio de Janeiro,RJ,4557,,www.rio.rj.gov.br/,www.camara.rj.gov.br/,,,,
Aveiro,PA,1006,,,​www.aveiro.pa.leg.br,,,,Sim
Heliodora,MG,29202,,,​http://heliodora.mg.leg.br,,,,Sim
Gurupi,TO,9500,,,​http://gurupi.to.leg.br,,,,Sim
Guimarânia,MG,28907,,,​http://guimarania.mg.leg.br,,,,Sim
Guaxupé,MG,28709,,,​http://guaxupe.mg.leg.br,,,,Sim
Guaraqueçaba,PR,9500,,,​http://guaraquecaba.pr.leg.br,,,,Sim
Guarapuava,PR,9401,,,​http://guarapuava.pr.leg.br,,,,Sim
Guanambi,BA,11709,,,​http://guanambi.ba.leg.br,,,,Sim
Guajará-Mirim,RO,106,,,​http://guajaramirim.ro.leg.br,,,,Sim
Guadalupe,PI,4501,,,​http://guadalupe.pi.leg.br,,,,Sim
Governador Valadares,MG,27701,,,​http://governadorvaladares.mg.leg.br,,,,Sim
Goianinha,RN,4200,,,​http://goianinha.rn.leg.br,,,,Sim
Goiânia,GO,8707,,,​http://goiania.go.leg.br,,,,
Glaucilândia,MG,27354,,,​http://glaucilandia.mg.leg.br,,,,Sim
Garanhuns,PE,6002,,,​http://garanhuns.pe.leg.br,,,,Sim
Frei Inocêncio,MG,26901,,,​http://freiinocencio.mg.leg.br,,,,Sim
Francisco Santos,PI,4204,,,​http://franciscosantos.pi.leg.br,,,,Sim
Francisco Sá,MG,26703,,,​http://franciscosa.mg.leg.br,,,,Sim
Fortaleza dos Valos,RS,8458,,,​http://fortalezadosvalos.rs.leg.br,,,,Sim
Formoso do Araguaia,TO,8205,,,​http://formosodoaraguaia.to.leg.br,,,,Sim
Formoso,MG,26208,,,​http://formoso.mg.leg.br,,,,Sim
Formosa do Sul,SC,5431,,,​http://formosadosul.sc.leg.br,,,,Sim
Formosa do Oeste,PR,8205,,,​http://formosadooeste.pr.leg.br,,,,Sim
Formosa,GO,8004,,,​http://formosa.go.leg.br,,,,Sim
Floriano,PI,3909,,,​http://floriano.pi.leg.br,,,,Sim
Florestal,MG,26000,,,​http://florestal.mg.leg.br,,,,Sim
Floresta,PE,5707,,,​http://floresta.pe.leg.br,,,,Sim
Flor da Serra do Sul,PR,7850,,,​http://flordaserradosul.pr.leg.br,,,,Sim
Figueirópolis D'Oeste,MT,3809,,,​http://figueiropolisdoeste.mt.leg.br,,,,Sim
Figueirópolis,TO,7652,,,​http://figueiropolis.to.leg.br,,,,Sim
Fervedouro,MG,25952,,,​http://fervedouro.mg.leg.br,,,,Sim
Ferreiros,PE,5509,,,​http://ferreiros.pe.leg.br,,,,Sim
Fernandópolis,SP,15509,,www.fernandopolis.sp.gov.br/,​http://fernandopolis.sp.leg.br,,,,Sim
Felício dos Santos,MG,25408,,,​http://feliciodossantos.mg.leg.br,,,,Sim
Faxinal do Soturno,RS,8003,,,​http://faxinaldosoturno.rs.leg.br,,,,Sim
Farias Brito,CE,4301,,,​http://fariasbrito.ce.leg.br,,,,Sim
Fagundes Varela,RS,7864,,,​http://fagundesvarela.rs.leg.br,,,,Sim
Extremoz,RN,3608,,,​http://extremoz.rn.leg.br,,,,Sim
Eusébio,CE,4285,,,​http://eusebio.ce.leg.br,,,,Sim
Estrela Dalva,MG,24609,,,​http://estreladalva.mg.leg.br,,,,Sim
Estreito,MA,4057,,,​http://estreito.ma.leg.br,,,,Sim
Estância Velha,RS,7609,,,​http://estanciavelha.rs.leg.br,,,,Sim
Esperança,PB,6004,,,​http://esperanca.pb.leg.br,,,,Sim
Esmeraldas,MG,24104,,,​http://esmeraldas.mg.leg.br,,,,Sim
Erechim,RS,7005,,,​http://erechim.rs.leg.br,SAPL,https://www.erechim.rs.leg.br/processo-legislativo,,Sim
Engenheiro Paulo de Frontin,RJ,1801,,http://paulodefrontin.rj.gov.br/,​http://engpaulodefrontin.rj.leg.br,,,,Sim
Engenho Velho,RS,6924,,,​http://engenhovelho.rs.leg.br,,,,Sim
Elesbão Veloso,PI,3503,,,​http://elesbaoveloso.pi.leg.br,,,,Sim
Dueré,TO,7306,,,​http://duere.to.leg.br,,,,Sim
Dormentes,PE,5152,,,​http://dormentes.pe.leg.br,,,,Sim
Dona Inês,PB,5709,,,​http://donaines.pb.leg.br,,,,Sim
Dona Francisca,RS,6700,,,​http://donafrancisca.rs.leg.br,,,,Sim
Domingos Martins,ES,1902,,,​http://domingosmartins.es.leg.br,,,,Sim
Dom Feliciano,RS,6502,,,​http://domfeliciano.rs.leg.br,,,,Sim
Dom Bosco,MG,22470,,,​http://dombosco.mg.leg.br,,,,Sim
Dois Irmãos,RS,6403,,,​http://doisirmaos.rs.leg.br,,,,Sim
Divisa Alegre,MG,22355,,,​http://divisaalegre.mg.leg.br,,,,Sim
Divinópolis do Tocantins,TO,7108,,,​http://divinopolisdotocantins.to.leg.br,,,,Sim
Descoberto,MG,21308,,,​http://descoberto.mg.leg.br,,,,Sim
Delta,MG,21258,,,​http://delta.mg.leg.br,,,,Sim
Delmiro Gouveia,AL,2405,,,​http://delmirogouveia.al.leg.br,,,,Sim
Darcinópolis,TO,6506,,,​http://darcinopolis.to.leg.br,,,,Sim
Damolândia,GO,6800,,,​http://damolandia.go.leg.br,,,,Sim
Curimatá,PI,3206,,,​http://curimata.pi.leg.br,,,,Sim
Cuiabá,MT,3403,,,​http://cuiaba.mt.leg.br,,,,Sim
Cruzmaltina,PR,6852,,,​http://cruzmaltina.pr.leg.br,,,,Sim
Cruzeta,RN,3004,,,​http://cruzeta.rn.leg.br,,,,Sim
Cruzeiro do Sul,PR,6704,,,​http://cruzeirodosul.pr.leg.br,,,,Sim
Cruzeiro do Iguaçu,PR,6571,,,​http://cruzeirodoiguacu.pr.leg.br,,,,Sim
Cromínia,GO,6503,,,​http://crominia.go.leg.br,,,,Sim
Crixás do Tocantins,TO,6258,,,​http://crixasdotocantins.to.leg.br,,,,Sim
Cristalina,GO,6206,,,​http://cristalina.go.leg.br,,,,Sim
Cristal,RS,6056,,,​http://cristal.rs.leg.br,,,,Sim
Coxim,MS,3306,,,​http://coxim.ms.leg.br,,,,Sim
Couto de Magalhães de Minas,MG,20102,,,​http://coutodemagalhaesdeminas.mg.leg.br,,,,Sim
Cotegipe,BA,9406,,,​http://cotegipe.ba.leg.br,,,,Sim
Corumbiara,RO,72,,,​http://corumbiara.ro.leg.br,,,,Sim
Corumbataí,SP,12704,,www.corumbatai.sp.gov.br/,​http://corumbatai.sp.leg.br,,,,Sim
Correntina,BA,9307,,,​http://correntina.ba.leg.br,,,,Sim
Corrente,PI,2901,,,​http://corrente.pi.leg.br,,,,Sim
Coronel Pilar,RS,5934,,,​http://coronelpilar.rs.leg.br,,,,Sim
Coronel Domingos Soares,PR,6456,,,​http://coroneldomingossoares.pr.leg.br,,,,Sim
Coronel Bicaco,RS,5900,,,​http://coronelbicaco.rs.leg.br,,,,Sim
Coromandel,MG,19302,,,​http://coromandel.mg.leg.br,,,,Sim
Coroaci,MG,19203,,,​http://coroaci.mg.leg.br,,,,Sim
Cordislândia,MG,19005,,,​http://cordislandia.mg.leg.br,,,,Sim
Coração de Jesus,MG,18809,,,​http://coracaodejesus.mg.leg.br,,,,Sim
Coqueiros do Sul,RS,5850,,,​http://coqueirosdosul.rs.leg.br,,,,Sim
Constantina,RS,5801,,,​http://constantina.rs.leg.br,,,,Sim
Conselheiro Pena,MG,18403,,,​http://conselheiropena.mg.leg.br,,,,Sim
Confins,MG,17876,,,​http://confins.mg.leg.br,,,,Sim
Condado,PE,4601,,,​http://condado.pe.leg.br,,,,Sim
Conceição do Coité,BA,8408,,,​http://conceicaodocoite.ba.leg.br,,,,Sim
Conceição,PB,4405,,,​http://conceicao.pb.leg.br,,,,Sim
Coluna,MG,16803,,,​http://coluna.mg.leg.br,,,,Sim
Colinas do Tocantins,TO,5508,,,​http://colinasdotocantins.to.leg.br,,,,Sim
Coelho Neto,MA,3406,,,​http://coelhoneto.ma.leg.br,,,,Sim
Clevelândia,PR,5706,,,​http://clevelandia.pr.leg.br,,,,Sim
Cianorte,PR,5508,,,​http://cianorte.pr.leg.br,,,,Sim
Charqueadas,RS,5355,,,​http://charqueadas.rs.leg.br,,,,Sim
Chapada Gaúcha,MG,16159,,,​http://chapadagaucha.mg.leg.br,,,,Sim
Cerro Branco,RS,5132,,,​http://cerrobranco.rs.leg.br,,,,Sim
Cerejeiras,RO,56,,,​http://cerejeiras.ro.leg.br,,,,Sim
Central de Minas,MG,15706,,,​http://centraldeminas.mg.leg.br,,,,Sim
Cedro,PE,4304,,,​http://cedro.pe.leg.br,,,,Sim
Caxias do Sul,RS,5108,,,​http://caxiasdosul.rs.leg.br,,,,Sim
Caxambu do Sul,SC,4103,,,​http://caxambudosul.sc.leg.br,,,,Sim
Caucaia,CE,3709,,,​http://caucaia.ce.leg.br,,,,Sim
Catu,BA,7509,,,​http://catu.ba.leg.br,,,,Sim
Catolé do Rocha,PB,4306,,,​http://catoledorocha.pb.leg.br,,,,Sim
Catanduva,SP,11102,,www.catanduva.sp.gov.br/,​http://catanduva.sp.leg.br,,,,Sim
Castelo do Piauí,PI,2604,,,​http://castelodopiaui.pi.leg.br,,,,Sim
Castanhal,PA,2400,,,​http://castanhal.pa.leg.br,,,,Sim
Caseiros,RS,4952,,,​http://caseiros.rs.leg.br,,,,Sim
Caseara,TO,3909,,,​http://caseara.to.leg.br,,,,Sim
Carvalhópolis,MG,14709,,,​http://carvalhopolis.mg.leg.br,,,,Sim
Caruaru,PE,4106,,,​http://caruaru.pe.leg.br,,,,Sim
Carnaubeira da Penha,PE,3926,,,​http://carnaubeiradapenha.pe.leg.br,,,,Sim
Carnaubais,RN,2501,,,​http://carnaubais.rn.leg.br,,,,Sim
Cariri do Tocantins,TO,3867,,,​http://cariridotocantins.to.leg.br,,,,Sim
Caririaçu,CE,3204,,,​http://caririacu.ce.leg.br,,,,Sim
Carbonita,MG,13503,,,​http://carbonita.mg.leg.br,,,,Sim
Caratinga,MG,13404,,,​http://caratinga.mg.leg.br,,,,Sim
Carapicuíba,SP,10609,,www.carapicuiba.sp.gov.br/,​http://carapicuiba.sp.leg.br,,,,Sim
Carambeí,PR,4659,,,​http://carambei.pr.leg.br,,,,Sim
Caracaraí,RR,209,,,​http://caracarai.rr.leg.br,,,,Sim
Capitão Enéas,MG,12703,,,​http://capitaoeneas.mg.leg.br,,,,Sim
Capitão Andrade,MG,12653,,,​http://capitaoandrade.mg.leg.br,,,,Sim
Capinópolis,MG,12604,,,​http://capinopolis.mg.leg.br,,,,Sim
Capim Branco,MG,12505,,,​http://capimbranco.mg.leg.br,,,,Sim
Capão Bonito do Sul,RS,4622,,,​http://capaobonitodosul.rs.leg.br,,,,Sim
Canindé,CE,2800,,,​http://caninde.ce.leg.br,,,,Sim
Candeias do Jamari,RO,809,,,​http://candeiasdojamari.ro.leg.br,,,,Sim
Canápolis,MG,11804,,,​http://canapolis.mg.leg.br,,,,Sim
Camutanga,PE,3603,,,​http://camutanga.pe.leg.br,,,,Sim
Campo Verde,MT,2678,,,​http://campoverde.mt.leg.br,,,,Sim
Campo Azul,MG,11150,,,​http://campoazul.mg.leg.br,,,,Sim
Campina Verde,MG,11101,,,​http://campinaverde.mg.leg.br,,,,Sim
Campinápolis,MT,2603,,,​http://campinapolis.mt.leg.br,,,,Sim
Campestre da Serra,RS,3673,,,​http://campestredaserra.rs.leg.br,,,,Sim
Caiana,MG,10103,,,​http://caiana.mg.leg.br,,,,Sim
Cafarnaum,BA,5305,,,​http://cafarnaum.ba.leg.br,,,,Sim
Caeté,MG,10004,,,​http://caete.mg.leg.br,,,,Sim
Cachoeiro de Itapemirim,ES,1209,,,​http://cachoeirodeitapemirim.es.leg.br,,,,Sim
Cachoeirinha,TO,3826,,,​http://cachoeirinha.to.leg.br,,,,Sim
Cachoeira do Arari,PA,2004,,,​http://cachoeiradoarari.pa.leg.br,,,,Sim
Cabrobó,PE,3009,,,​http://cabrobo.pe.leg.br,,,,Sim
Cabo Frio,RJ,704,,www.cabofrio.rj.gov.br/,http://cabofrio.rj.leg.br/,,,,Sim
Cabixi,RO,31,,,​http://cabixi.ro.leg.br,,,,Sim
Buritirana,MA,2358,,,​http://buritirana.ma.leg.br,,,,Sim
Buriti dos Montes,PI,2026,,,​http://buritidosmontes.pi.leg.br,,,,Sim
Brejo dos Santos,PB,2904,,,​http://brejodossantos.pb.leg.br,,,,Sim
Brejo do Cruz,PB,2805,,,​http://brejodocruz.pb.leg.br,,,,Sim
Brazabrantes,GO,3609,,,​http://brazabantes.go.leg.br,,,,Sim
Brasília de Minas,MG,8602,,,​http://brasiliademinas.mg.leg.br,,,,Sim
Brasilândia de Minas,MG,8552,,,​http://brasilandiademinas.mg.leg.br,,,,Sim
Braço do Trombudo,SC,2859,,,​http://bracodotrombudo.sc.leg.br,,,,Sim
Boquira,BA,4100,,,​http://boquira.ba.leg.br,,,,Sim
Bom Sucesso,PR,3206,,,​http://bomsucesso.pr.leg.br,,,,Sim
Bom Retiro,SC,2602,,,​http://bomretiro.sc.leg.br,,,,Sim
Bom Jesus do Tocantins,TO,3305,,,​http://bomjesusdotocantins.to.leg.br,,,,Sim
Bom Jesus do Norte,ES,1100,,,​http://bomjesusdonorte.es.leg.br,,,,Sim
Bom Jesus do Amparo,MG,7703,,,​http://bomjesusdoamparo.mg.leg.br,,,,Sim
Bocaiúva do Sul,PR,3107,,,​http://bocaiuvadosul.pr.leg.br,,,,Sim
Boa Vista,RR,100,,,​http://boavista.rr.leg.br,,,,Sim
Belo Jardim,PE,1706,,,​http://belojardim.pe.leg.br,,,,Sim
Belém,PA,1402,,,​http://belem.pa.leg.br,,,,Sim
Bela Vista de Goiás,GO,3302,,,​http://belavistadegoias.go.leg.br,,,,Sim
Barras,PI,1200,,,​http://barras.pi.leg.br,,,,Sim
Barra de Santo Antônio,AL,508,,,​http://barradosantoantonio.al.leg.br,,,,Sim
Barra do Ribeiro,RS,1909,,,​http://barradoribeiro.rs.leg.br,,,,Sim
Barra do Corda,MA,1608,,,​http://barradocorda.ma.leg.br,,,,Sim
Barracão,RS,1800,,,​http://barracao.rs.leg.br,,,,Sim
Barra,BA,2708,,,​http://barra.ba.leg.br,,,,Sim
Barbosa Ferraz,PR,2505,,,​http://barbosaferraz.pr.leg.br,,,,Sim
Bandeirantes do Tocantins,TO,3057,,,​http://bandeirantesdotocantins.to.leg.br,,,,Sim
Balneário Gaivota,SC,2073,,,​http://balneariogaivota.sc.leg.br,,,,Sim
Baliza,GO,3104,,,​http://baliza.go.leg.br,,,,Sim
Baixa Grande do Ribeiro,PI,1150,,,​http://baixagrandedoribeiro.pi.leg.br,,,,Sim
Axixá do Tocantins,TO,2901,,,​http://axixa.to.leg.br,,,,Sim
Assis,SP,4008,,www.assis.sp.gov.br/,​http://assis.sp.leg.br,,,,Sim
Arraias,TO,2406,,,​http://arraias.to.leg.br,,,,Sim
Aroeiras,PB,1302,,,​http://aroeiras.pb.leg.br,,,,Sim
Anicuns,GO,1306,,,​http://aricuns.go.leg.br,,,,Sim
Areia Branca,RN,1107,,,​http://areiabranca.rn.leg.br,,,,Sim
Araucária,PR,1804,,,​http://araucaria.pr.leg.br,,,,Sim
Araras,SP,3307,,www.araras.sp.gov.br/,​http://araras.sp.leg.br,,,,Sim
Arapiraca,AL,300,,,​http://arapiraca.al.leg.br,,,,Sim
Araguatins,TO,2208,,,​http://araguatins.to.leg.br,,,,Sim
Araguaína,TO,2109,,,​http://araguaina.to.leg.br,,,,Sim
Araguaçu,TO,2000,,,​http://araguacu.to.leg.br,,,,Sim
Aracruz,ES,607,,,​http://aracruz.es.leg.br,,,,Sim
Apucarana,PR,1408,,,​http://apucarana.pr.leg.br,,,,Sim
Aparecida do Rio Doce,GO,1454,,,​http://aparecidadoriodoce.go.leg.br,,,,Sim
Antônio Olinto,PR,1309,,,​http://antonioolinto.pr.leg.br,,,,Sim
Ângulo,PR,1150,,,​http://angulo.pr.leg.br,,,,Sim
Angicos,RN,802,,,​http://angicos.rn.leg.br,,,,Sim
Ananindeua,PA,800,,,​http://anaindeua.pa.leg.br,,,,Sim
Ametista do Sul,RS,646,,,​http://ametistadosul.rs.leg.br,,,,Sim
Amargosa,BA,1007,,,​http://amargosa.ba.leg.br,,,,Sim
Alvorada,TO,707,,,​http://alvorada.to.leg.br,,,,Sim
Alumínio,SP,1152,,www.aluminio.sp.gov.br/,​http://aluminio.sp.leg.br,,,,Sim
Alto do Rodrigues,RN,703,,,​http://altodorodrigues.rn.leg.br,,,,Sim
Alto Alegre,RR,50,,,​http://altoalegre.rr.leg.br,,,,Sim
Altaneira,CE,606,,,​http://altaneira.ce.leg.br,,,,Sim
Altamira,PA,602,,,​http://altamira.pa.leg.br,,,,Sim
Aliança do Tocantins,TO,350,,,​http://aliançadotocantins.to.leg.br,,,,Sim
Aliança,PE,708,,,​http://alianca.pe.leg.br,,,,Sim
Alhandra,PB,601,,,​http://alhandra.pb.leg.br,,,,Sim
Alexânia,GO,308,,,​http://alexania.go.leg.br,,,,Sim
Além Paraíba,MG,1508,,,​http://alemparaiba.mg.leg.br,,,,Sim
Alegrete,RS,406,,,​http://alegrete.rs.leg.br,,,,Sim
Alcinópolis,MS,252,,,​http://alcinopolis.ms.leg.br,,,,Sim
Alcântara,MA,204,,,​http://alcantara.ma.leg.br,,,,Sim
Alagoinhas,BA,702,,,​http://alagoinhas.ba.leg.br,,,,Sim
Aimorés,MG,1102,,,​http://aimores.mg.leg.br,,,,Sim
Agudo,RS,109,,,​http://agudo.rs.leg.br,,,,Sim
Águas Vermelhas,MG,1003,,,​http://aguasvermelhas.mg.leg.br,,,,Sim
Águas Belas,PE,500,,,​http://aguasbelas.pe.leg.br,,,,Sim
Água Limpa,GO,209,,,​http://agualimpa.go.leg.br,,,,Sim
Aguaí,SP,303,,www.aguai.sp.gov.br/,​http://aguai.sp.leg.br,,,,Sim
Água Doce do Norte,ES,169,,,​http://aguadocedonorte.es.leg.br,,,,Sim
Agricolândia,PI,103,,,​http://agricolandia.pi.leg.br,,,,Sim
Afonso Bezerra,RN,307,,,​http://afonsobezerra.rn.leg.br,,,,Sim
Açucena,MG,500,,,​http://acucena.mg.leg.br,,,,Sim
Acari,RN,109,,,​http://acari.rn.leg.br,SAPL,https://sapl.acari.rn.leg.br/,,Sim
Abel Figueiredo,PA,131,,,​http://abelfigueiredo.pa.leg.br,,,,Sim
Mato Grosso,PB,9370,,http://matogrosso.pb.gov.br/,,,,,
Plácido de Castro,AC,385,,http://pmpc.ac.gov.br/,,,,,
Trajano de Morais,RJ,5901,,http://pmtm.com.br/,,,,,
São Fidélis,RJ,4805,,http://saofidelis.rj.gov.br/,,,,,
Seropédica,RJ,5554,,http://seropedica.rj.gov.br/,,,,,
Acrelândia,AC,13,,www.acrelandia.ac.gov.br,,,,,
Adolfo,SP,204,,www.adolfo.sp.gov.br/,,,,,
Águas da Prata,SP,402,,www.aguasdaprata.sp.gov.br/,,,,,
Águas de Lindóia,SP,501,,www.aguasdelindoia.sp.gov.br/,,,,,
Águas de Santa Bárbara,SP,550,,www.aguasdesantabarbara.sp.gov.br/,,,,,
Águas de São Pedro,SP,600,,www.aguasdesaopedro.sp.gov.br/,,,,,
Alambari,SP,758,,www.alambari.sp.gov.br/,,,,,
Alfredo Marcondes,SP,808,,www.alfredomarcondes.sp.gov.br/,,,,,
Altair,SP,907,,www.altair.sp.gov.br/,,,,,
Altinópolis,SP,1004,,www.altinopolis.sp.gov.br/,,,,,
Alto Alegre,SP,1103,,www.altoalegre.sp.gov.br/,,,,,
Álvares Florence,SP,1202,,www.alvaresflorence.sp.gov.br/,,,,,
Álvares Machado,SP,1301,,www.alvaresmachado.sp.gov.br/,,,,,
Álvaro de Carvalho,SP,1400,,www.alvarodecarvalho.sp.gov.br/,,,,,
Alvinlândia,SP,1509,,www.alvinlandia.sp.gov.br/,,,,,
Americana,SP,1608,,www.americana.sp.gov.br/,,,,,
Américo Brasiliense,SP,1707,,www.americobrasiliense.sp.gov.br/,,,,,
Américo de Campos,SP,1806,,www.americodecampos.sp.gov.br/,,,,,
Amparo,SP,1905,,www.amparo.sp.gov.br/,,,,,
Analândia,SP,2002,,www.analandia.sp.gov.br/,,,,,
Andradina,SP,2101,,www.andradina.sp.gov.br/,,,,,
Angatuba,SP,2200,,www.angatuba.sp.gov.br/,,,,,
Angra dos Reis,RJ,100,,www.angra.rj.gov.br/,,,,,
Anhembi,SP,2309,,www.anhembi.sp.gov.br/,,,,,
Anhumas,SP,2408,,www.anhumas.sp.gov.br/,,,,,
Aparecida,SP,2507,,www.aparecida.sp.gov.br/,,,,,
Aperibé,RJ,159,,www.aperibe.rj.gov.br/,,,,,
Apiaí,SP,2705,,www.apiai.sp.gov.br/,,,,,
Araçariguama,SP,2754,,www.aracariguama.sp.gov.br/,,,,,
Araçatuba,SP,2804,,www.aracatuba.sp.gov.br/,,,,,
Araçoiaba da Serra,SP,2903,,www.aracoiaba.sp.gov.br/,,,,,
Aramina,SP,3000,,www.aramina.sp.gov.br/,,,,,
Arandu,SP,3109,,www.arandu.sp.gov.br/,,,,,
Arapeí,SP,3158,,www.arapei.sp.gov.br/,,,,,
Araraquara,SP,3208,,www.araraquara.sp.gov.br/,,,,,
Araruama,RJ,209,,www.araruama.rj.gov.br/,,,,,
Arco-Íris,SP,3356,,www.arcoiris.sp.gov.br/,,,,,
Areal,RJ,225,,www.areal.rj.gov.br/,,,,,
Arealva,SP,3406,,www.arealva.sp.gov.br/,,,,,
Areias,SP,3505,,www.areias.sp.gov.br/,,,,,
Areiópolis,SP,3604,,www.areiopolis.sp.gov.br/,,,,,
Ariranha,SP,3703,,www.ariranha.sp.gov.br/,,,,,
Arraial do Cabo,RJ,258,,www.arraial.rj.gov.br/,,,,,
Artur Nogueira,SP,3802,,www.arturnogueira.sp.gov.br/,,,,,
Arujá,SP,3901,,www.aruja.sp.gov.br/,,,,,
Aspásia,SP,3950,,www.aspasia.sp.gov.br/,,,,,
Atibaia,SP,4107,,www.atibaia.sp.gov.br/,,,,,
Auriflama,SP,4206,,www.auriflama.sp.gov.br/,,,,,
Avaí,SP,4305,,www.avai.sp.gov.br/,,,,,
Avanhandava,SP,4404,,www.avanhandava.sp.gov.br/,,,,,
Bady Bassitt,SP,4602,,www.badybassitt.sp.gov.br/,,,,,
Balbinos,SP,4701,,www.balbinos.sp.gov.br/,,,,,
Bálsamo,SP,4800,,www.balsamo.sp.gov.br/,,,,,
Bananal,SP,4909,,www.bananal.sp.gov.br/,,,,,
Barão de Antonina,SP,5005,,www.baraodeantonina.sp.gov.br/,,,,,
Barbosa,SP,5104,,www.barbosa.sp.gov.br/,,,,,
Bariri,SP,5203,,www.bariri.sp.gov.br/,,,,,
Barra Bonita,SP,5302,,www.barrabonita.sp.gov.br/,,,,,
Barra do Chapéu,SP,5351,,www.barradochapeu.sp.gov.br/,,,,,
Barra do Turvo,SP,5401,,www.barradoturvo.sp.gov.br/,,,,,
Barra Mansa,RJ,407,,www.barramansa.rj.gov.br/,,,,,
Barretos,SP,5500,,www.barretos.sp.gov.br/,,,,,
Barrinha,SP,5609,,www.barrinha.sp.gov.br/,,,,,
Barueri,SP,5708,,www.barueri.sp.gov.br/,,,,,
Bastos,SP,5807,,www.bastos.sp.gov.br/,,,,,
Batatais,SP,5906,,www.batatais.sp.gov.br/,,,,,
Bebedouro,SP,6102,,www.bebedouro.sp.gov.br/,,,,,
Belford Roxo,RJ,456,,www.belfordroxo.rj.gov.br/,,,,,
Bento de Abreu,SP,6201,,www.bentodeabreu.sp.gov.br/,,,,,
Bernardino de Campos,SP,6300,,www.bernardinodecampos.sp.gov.br/,,,,,
Bilac,SP,6409,,www.bilac.sp.gov.br/,,,,,
